timestamp,c,h,l,o
2020-11-18T07:00:00Z,17936.87941077468,17936.87941077468,17737.190250763884,17767.095037209183
2020-11-18T08:00:00Z,18157.799368203614,18195.14580291885,18048.12258905899,18048.12258905899
2020-11-18T09:00:00Z,18016.862715614367,18196.83480343833,17926.428617692665,18196.83480343833
2020-11-18T10:00:00Z,18216.04033559891,18216.04033559891,18025.634955779657,18081.601902990617
2020-11-18T11:00:00Z,18172.09229054438,18214.284326297402,18036.231667483025,18214.284326297402
2020-11-18T12:00:00Z,18024.217607924536,18222.062988318048,18024.217607924536,18222.062988318048
2020-11-18T13:00:00Z,17882.169266051274,18079.461078542405,17869.852536894672,18016.14969244974
2020-11-18T14:00:00Z,17802.376035995276,17929.315274305372,17788.43306912032,17872.571325814388
2020-11-18T15:00:00Z,17862.611721132795,17862.611721132795,17353.154104447178,17712.535688437925
2020-11-18T16:00:00Z,17861.952920077812,17969.477180498616,17693.320221181966,17876.02927673928
2020-11-18T17:00:00Z,17834.69099976747,17857.658065216892,17726.095304108105,17792.06539771904
2020-11-18T18:00:00Z,17867.84724077875,17931.920404074506,17853.38547634414,17882.622957919455
2020-11-18T19:00:00Z,17596.246769935977,17797.32493104403,17596.246769935977,17773.532856613732
2020-11-18T20:00:00Z,17641.910026268626,17656.013893036798,17521.476121269527,17651.30985555387
2020-11-18T21:00:00Z,17761.908883385542,17761.908883385542,17638.10854076542,17638.10854076542
2020-11-18T22:00:00Z,17819.636734317966,17829.374753132925,17713.50483534366,17762.009034846076
2020-11-18T23:00:00Z,17812.23323674995,17819.869049759327,17723.95000897913,17810.89010308625
2020-11-19T00:00:00Z,17796.558637576818,17796.558637576818,17634.312301222315,17777.69496540892
2020-11-19T01:00:00Z,17786.26634055617,17793.061364922374,17712.969088822458,17767.139309718037
2020-11-19T02:00:00Z,17913.48286073592,18020.453946606212,17845.949321984393,17845.949321984393
2020-11-19T03:00:00Z,17871.28570477804,17967.72048519176,17871.28570477804,17926.959821520973
2020-11-19T04:00:00Z,17846.51205024275,17906.40694279184,17771.44654234339,17906.40694279184
2020-11-19T05:00:00Z,17851.33968505785,17851.33968505785,17748.436237342292,17839.921712331547
2020-11-19T06:00:00Z,17713.297998054564,17881.518116407304,17713.297998054564,17881.518116407304
2020-11-19T07:00:00Z,17637.561447555578,17744.618681334086,17607.034873619254,17737.520851014182
2020-11-19T08:00:00Z,17479.331861106377,17678.365665172765,17470.577675061206,17647.344906842012
2020-11-19T09:00:00Z,17382.55398903465,17601.148679942537,17382.55398903465,17518.490623721267
2020-11-19T10:00:00Z,17579.181833127313,17579.76464255591,17398.464716406208,17411.793288729394
2020-11-19T11:00:00Z,17665.90340790526,17706.75841384239,17588.696288682724,17598.581376227736
2020-11-19T12:00:00Z,17722.768949992762,17750.914800346338,17671.361887134546,17750.914800346338
2020-11-19T13:00:00Z,17969.621835515198,17969.621835515198,17701.51605500007,17701.51605500007
2020-11-19T14:00:00Z,17967.78475290761,18003.12515634542,17858.964556583815,17979.074181374155
2020-11-19T15:00:00Z,18043.58428009445,18119.249350595645,18035.886807529514,18098.752035470836
2020-11-19T16:00:00Z,17925.131409745303,18045.272309209224,17925.131409745303,18045.272309209224
2020-11-19T17:00:00Z,17927.11438745423,17994.169879875917,17900.690860377545,17994.169879875917
2020-11-19T18:00:00Z,17918.65483375941,17996.446794178013,17918.65483375941,17954.187691013503
2020-11-19T19:00:00Z,17924.678628075184,17934.75611337892,17893.427093718343,17923.40367806745
2020-11-19T20:00:00Z,17973.815442241557,17973.815442241557,17911.13031627994,17947.44217952775
2020-11-19T21:00:00Z,17874.43783504314,18005.539918202976,17874.43783504314,18005.539918202976
2020-11-19T22:00:00Z,17890.13639119561,17921.27603149898,17848.178031896317,17921.27603149898
2020-11-19T23:00:00Z,17797.55269185706,17859.142913770156,17724.11132441399,17849.169026586023
2020-11-20T00:00:00Z,17816.453372981363,17917.154117673945,17801.62567111298,17801.62567111298
2020-11-20T01:00:00Z,17905.778487050273,17916.398231931125,17766.895639536437,17766.895639536437
2020-11-20T02:00:00Z,17960.35791210058,17990.859052844877,17923.0681005703,17948.894217254587
2020-11-20T03:00:00Z,17955.50522698005,17986.85758704867,17942.641161187734,17951.55137462371
2020-11-20T04:00:00Z,18129.4479401353,18169.376545117342,17943.578199250485,17951.34532246063
2020-11-20T05:00:00Z,18099.110893197238,18124.673021141272,18061.83823118956,18124.673021141272
2020-11-20T06:00:00Z,18096.463757567297,18131.991374645648,18071.386399860912,18100.522336807535
2020-11-20T07:00:00Z,18183.021676911718,18261.145879314518,18124.821666341493,18142.879061406777
2020-11-20T08:00:00Z,18233.427718470906,18266.164235668843,18130.935596578263,18185.142230703947
2020-11-20T09:00:00Z,18155.722250601953,18302.759887927077,18125.68833634083,18271.277172280224
2020-11-20T10:00:00Z,18278.371396760023,18278.371396760023,18166.260633934115,18166.260633934115
2020-11-20T11:00:00Z,18291.375694168917,18291.375694168917,18264.298632340335,18274.14424819142
2020-11-20T12:00:00Z,18256.40714749097,18262.881743545742,18201.063651654455,18221.363685813587
2020-11-20T13:00:00Z,18268.284201282062,18268.284201282062,18148.864329008557,18231.057832064416
2020-11-20T14:00:00Z,18554.68177142605,18554.68177142605,18237.23821945702,18237.23821945702
2020-11-20T15:00:00Z,18664.122491894886,18680.50338874137,18535.57775140168,18606.80845692553
2020-11-20T16:00:00Z,18661.366127865767,18772.92326413713,18644.952125052794,18660.55128614636
2020-11-20T17:00:00Z,18615.708945702587,18670.3664581447,18565.621582027972,18670.3664581447
2020-11-20T18:00:00Z,18550.677661024012,18622.21645194081,18448.251840521116,18619.736104068703
